id,name
2572709,L
117418,M
89289,J
1188876,H
1084317,N
999787,T
95686,D
56730,C
1138215,B
85757,J
130566,K
4783,S
37158,C
20158,D
2687948,I
108881,B
926,O
4610,J
2426206,D
2284427,C
2302831,H
2302832,J
20767,S
4971,B
1416046,S
79931,C
184904,N
94062,K
21607,R
96409,B
40961,A
29307,M
83753,J
40962,K
189306,B
2062615,B
87485,N
3151,J
153694,B
1184302,W
60642,T
1718049,N
1417614,L
110589,A
1559401,J
121018,E
129521,C
935921,B
6662,G
1920465,K
87724,M
34774,G
4111,I
3854,L
126471,T
64826,I
155864,K
128621,R
2371,F
65571,S
30309,P
72100,J
23679,B
1303090,A
45416,K
86314,M
1504903,C
1540483,F
40680,J
3138,K
1534,C
143346,K
204131,J
31531,J
63373,S
7498,E
26851,H
54455,D
82406,P
10697,A
174982,N
230198,B
230199,D
201417,M
1504296,L
1555968,I
80625,G
1251736,B
1066389,B
7175,A
1239223,R
56683,B
1266016,B
94037,B
7897,E
12896,R
628,I
608,H
11628,L
18649,J
1581,M
8947,T
1369,B
27652,P
8213,S
6104,J
10698,T
126628,M
1362999,W
14538,D
7779,S
1820819,K
6471,W
86290,D
1500278,J
484359,K
2586569,F
936039,M
12656,J
90423,L
1190801,S
1145520,A
3051,T
8338,J
13295,D
8857,D
140830,B
9600,T
30181,F
14261,D
91711,D
13555,G
3362,J
95117,F
522,R
26483,V
111989,J
127193,J
19754,T
8829,M
131618,J
227396,F
35106,F
125488,F
1376830,A
90039,C
20747,J
123795,M
21277,M
104053,M
175981,L
120582,V
135162,K
20945,C
2417,M
1599987,M
17577,P
28010,D
219193,B
73138,M
112040,C
2178109,S
2178110,R
24499,V
27271,B
67323,M
34491,L
19610,M
51860,J
27106,H
23626,L
112031,E
112032,J
4250,M
2054851,R
1356758,T
14414,K
2185240,M
132429,A
7404,S
84497,A
82794,M
133917,S
56117,M
131771,K
265904,C
84627,J
112326,P
2084010,B
314831,T
3905,W
18686,H
1393199,E
1217614,D
986399,T
986400,S
999825,S
2356303,J
103762,J
103765,F
92858,A
79788,J
423331,S
577612,B
76065,R
106730,B
3681,A
6929,T
19069,C
12500,P
36204,M
12726,T
14504,J
12497,F
5730,B
7303,V
7304,J
8699,M
109899,B
2185665,J
9191,T
4154,B
1271,A
1569458,E
1771829,S
115089,C
1134299,J
2114503,K
1828492,H
2542031,J
10538,V
8725,O
88867,N
183289,A
32924,E
108627,C
1191427,J
928383,V
160733,N
135352,K
1076701,D
79027,A
1195537,T
214618,L
1195469,M
80757,M
1216846,M
218022,S
1075574,R
711143,C
568585,T
1195475,N
1195489,B
1155262,L
568583,J
1108045,H
1197732,G
1197733,C
112218,O
102937,G
1087342,S
198192,D
569166,R
568592,J
1198946,W
568587,R
1275417,R
1093514,C
1194847,W
885876,J
1196994,K
1195491,S
1155264,V
238321,J
1196755,R
1076684,L
217275,P
16591,S
238324,V
1207043,E
86903,P
21397,D
1196694,J
33016,T
1108047,E
131519,R
1305687,G
1338269,B
83150,A
41419,H
11275,S
1212729,S
7018,R
32990,S
11149,D
60650,M
92969,M
104598,L
110023,D
109804,R
22645,C
110066,T
110067,M
3568,P
7571,B
2233,B
121257,B
96719,L
24820,J
940155,A
86104,P
231773,J
24695,O
18666,D
82653,M
21216,K
58792,J
13009,A
33656,H
39520,G
16897,S
57686,H
33003,L
9067,F
160252,K
92953,A
1106256,A
1542700,S
95102,K
8875,D
568652,D
1552801,S
216268,R
1377088,J
1303280,A
