origin_city,destination_city,average_time
"Charleston, WV","Houston, TX",115.74
"Charlotte Amalie, VI","Atlanta, GA",229.76
"Charlotte Amalie, VI","Boston, MA",207.56
"Charlotte Amalie, VI","Charlotte, NC",206.45
"Charlotte Amalie, VI","Miami, FL",157.53
"Charlotte Amalie, VI","New York, NY",227.12
"Charlotte Amalie, VI","Newark, NJ",235.22
"Charlotte Amalie, VI","Philadelphia, PA",218.2
"Charlotte Amalie, VI","San Juan, PR",40.59
"Charlotte, NC","Albany, NY",112.17
"Charlotte, NC","Allentown, PA",94.25
"Charlotte, NC","Atlanta, GA",79.88
"Charlotte, NC","Augusta, GA",63.86
"Charlotte, NC","Austin, TX",114.42
"Charlotte, NC","BWI Airport, MD",83.38
"Charlotte, NC","Birmingham, AL",27.14
"Charlotte, NC","Boston, MA",129.62
"Charlotte, NC","Buffalo, NY",96.84
"Charlotte, NC","Charleston, SC",59.76
"Charlotte, NC","Charlotte Amalie, VI",235.21
"Charlotte, NC","Chicago, IL",75.28
"Charlotte, NC","Christiansted, VI",251.5
"Charlotte, NC","Cincinnati, OH",91.05
"Charlotte, NC","Cleveland, OH",97.12
"Charlotte, NC","Columbus, OH",81.57
"Charlotte, NC","Dallas, TX",112.85
"Charlotte, NC","Daytona Beach, FL",80.88
"Charlotte, NC","Denver, CO",105.03
"Charlotte, NC","Detroit, MI",109.3
"Charlotte, NC","Eagle, CO",111.4
"Charlotte, NC","Fort Lauderdale, FL",116.74
"Charlotte, NC","Fort Myers, FL",114.2
"Charlotte, NC","Greensboro, NC",52.81
"Charlotte, NC","Harrisburg, PA",87.65
"Charlotte, NC","Houston, TX",112.14
"Charlotte, NC","Indianapolis, IN",100.89
"Charlotte, NC","Jacksonville, FL",75.61
"Charlotte, NC","Kansas City, MO",91.79
"Charlotte, NC","Las Vegas, NV",109.64
"Charlotte, NC","Little Rock, AR",73.0
"Charlotte, NC","Los Angeles, CA",145.41
"Charlotte, NC","Louisville, KY",92.51
"Charlotte, NC","Manchester, NH",128.53
"Charlotte, NC","Memphis, TN",55.59
"Charlotte, NC","Miami, FL",126.0
"Charlotte, NC","Milwaukee, WI",75.05
"Charlotte, NC","Minneapolis, MN",103.07
"Charlotte, NC","Myrtle Beach, SC",56.56
"Charlotte, NC","Nashville, TN",23.93
"Charlotte, NC","New Orleans, LA",63.89
"Charlotte, NC","New York, NY",120.33
"Charlotte, NC","Newark, NJ",121.68
"Charlotte, NC","Norfolk, VA",68.58
"Charlotte, NC","Orlando, FL",96.52
"Charlotte, NC","Pensacola, FL",42.13
"Charlotte, NC","Philadelphia, PA",101.13
"Charlotte, NC","Phoenix, AZ",124.08
"Charlotte, NC","Pittsburgh, PA",83.53
"Charlotte, NC","Portland, ME",131.29
"Charlotte, NC","Portland, OR",159.33
"Charlotte, NC","Providence, RI",112.56
"Charlotte, NC","Rdu Airport, NC",52.92
"Charlotte, NC","Richmond, VA",63.41
"Charlotte, NC","Rochester, NY",102.25
"Charlotte, NC","Sacramento, CA",163.43
"Charlotte, NC","Saint Louis, MO",61.47
"Charlotte, NC","Salt Lake City, UT",164.05
"Charlotte, NC","San Antonio, TX",117.97
"Charlotte, NC","San Diego, CA",134.29
"Charlotte, NC","San Francisco, CA",164.6
"Charlotte, NC","San Juan, PR",238.29
"Charlotte, NC","Sarasota, FL",114.96
"Charlotte, NC","Savannah, GA",63.05
"Charlotte, NC","Seattle, WA",164.69
"Charlotte, NC","Syracuse, NY",103.03
"Charlotte, NC","Tallahassee, FL",84.07
"Charlotte, NC","Tampa, FL",100.76
"Charlotte, NC","Tucson, AZ",84.0
"Charlotte, NC","Washington, DC",80.25
"Charlotte, NC","West Palm Beach, FL",111.56
"Charlotte, NC","Wilmington, NC",60.48
"Charlotte, NC","Windsor Locks, CT",112.34
"Charlottesville, VA","Atlanta, GA",100.21
"Charlottesville, VA","Cincinnati, OH",89.0
"Charlottesville, VA","Washington, DC",40.0
"Chattanooga, TN","Atlanta, GA",53.97
"Chattanooga, TN","Chicago, IL",62.37
"Chattanooga, TN","Cincinnati, OH",73.0
"Chattanooga, TN","Dallas, TX",77.58
"Chattanooga, TN","Detroit, MI",113.0
"Chattanooga, TN","Houston, TX",79.0
"Chattanooga, TN","Memphis, TN",17.39
"Chicago, IL","Albany, NY",173.31
"Chicago, IL","Albuquerque, NM",124.86
"Chicago, IL","Allentown, PA",169.37
"Chicago, IL","Anchorage, AK",214.23
"Chicago, IL","Appleton, WI",57.2
"Chicago, IL","Aspen, CO",113.44
"Chicago, IL","Atlanta, GA",179.57
"Chicago, IL","Austin, TX",162.12
"Chicago, IL","Avoca, PA",167.74
"Chicago, IL","BWI Airport, MD",167.24
"Chicago, IL","Baton Rouge, LA",139.04
"Chicago, IL","Billings, MT",119.44
"Chicago, IL","Birmingham, AL",104.89
"Chicago, IL","Bloomington, IL",50.77
"Chicago, IL","Boise, ID",166.76
"Chicago, IL","Boston, MA",195.96
"Chicago, IL","Bozeman, MT",136.61
"Chicago, IL","Buffalo, NY",147.86
"Chicago, IL","Casper, WY",107.86
"Chicago, IL","Cedar Rapids, IA",63.17
"Chicago, IL","Champaign, IL",52.31
"Chicago, IL","Charleston, SC",186.39
"Chicago, IL","Charleston, WV",151.05
"Chicago, IL","Charlotte Amalie, VI",375.96
"Chicago, IL","Charlotte, NC",173.41
"Chicago, IL","Chattanooga, TN",157.67
"Chicago, IL","Cincinnati, OH",137.72
"Chicago, IL","Cleveland, OH",134.14
"Chicago, IL","Colorado Springs, CO",95.36
"Chicago, IL","Columbia, SC",175.36
"Chicago, IL","Columbus, OH",131.33
"Chicago, IL","Dallas, TX",149.08
"Chicago, IL","Dayton, OH",129.11
"Chicago, IL","Denver, CO",96.35
"Chicago, IL","Des Moines, IA",76.32
"Chicago, IL","Detroit, MI",136.04
"Chicago, IL","Dubuque, IA",54.14
"Chicago, IL","Eagle, CO",110.16
"Chicago, IL","El Paso, TX",139.01
"Chicago, IL","Evansville, IN",68.75
"Chicago, IL","Fargo, ND",115.75
"Chicago, IL","Fayetteville / Springdale, AR",106.94
"Chicago, IL","Flint, MI",119.59
"Chicago, IL","Fort Lauderdale, FL",234.6
"Chicago, IL","Fort Myers, FL",223.75
"Chicago, IL","Fort Wayne, IN",115.05
"Chicago, IL","Grand Rapids, MI",111.77
"Chicago, IL","Great Falls, MT",136.5
"Chicago, IL","Green Bay, WI",57.15
"Chicago, IL","Greensboro, NC",168.54
"Chicago, IL","Greenville, SC",166.15
"Chicago, IL","Gulfport, MS",143.82
"Chicago, IL","Harrisburg, PA",161.7
"Chicago, IL","Hayden, CO",111.49
"Chicago, IL","Honolulu, HI",275.05
"Chicago, IL","Houston, TX",164.19
"Chicago, IL","Huntsville, AL",98.83
"Chicago, IL","Indianapolis, IN",119.57
"Chicago, IL","Islip, NY",184.13
"Chicago, IL","Jackson, MS",115.81
"Chicago, IL","Jackson, WY",128.54
"Chicago, IL","Jacksonville, FL",203.41
"Chicago, IL","Kahului, HI",260.19
"Chicago, IL","Kalamazoo, MI",108.9
"Chicago, IL","Kansas City, MO",87.05
"Chicago, IL","Knoxville, TN",155.22
"Chicago, IL","La Crosse, WI",67.57
"Chicago, IL","Lansing, MI",117.6
"Chicago, IL","Las Vegas, NV",116.83
"Chicago, IL","Lexington, KY",138.1
"Chicago, IL","Lincoln, NE",101.93
"Chicago, IL","Little Rock, AR",106.13
"Chicago, IL","Long Beach, CA",149.87
"Chicago, IL","Los Angeles, CA",145.29
"Chicago, IL","Louisville, KY",133.52
"Chicago, IL","Madison, WI",51.92
"Chicago, IL","Manchester, NH",181.96
"Chicago, IL","Memphis, TN",106.79
"Chicago, IL","Miami, FL",237.61
"Chicago, IL","Milwaukee, WI",47.97
"Chicago, IL","Minneapolis, MN",87.26
"Chicago, IL","Missoula, MT",163.8
"Chicago, IL","Mobile, AL",139.38
"Chicago, IL","Moline, IL",52.66
"Chicago, IL","Montrose, CO",121.6
"Chicago, IL","Mosinee, WI",65.86
"Chicago, IL","Nashville, TN",85.05
"Chicago, IL","New Orleans, LA",137.89
"Chicago, IL","New York, NY",196.37
"Chicago, IL","Newark, NJ",199.15
"Chicago, IL","Norfolk, VA",179.23
"Chicago, IL","North Canton, OH",137.85
"Chicago, IL","Oakland, CA",156.56
"Chicago, IL","Oklahoma City, OK",131.96
"Chicago, IL","Omaha, NE",90.13
"Chicago, IL","Orange County, CA",141.49
"Chicago, IL","Orlando, FL",212.84
"Chicago, IL","Palm Springs, CA",133.19
"Chicago, IL","Pensacola, FL",138.41
"Chicago, IL","Peoria, IL",52.52
"Chicago, IL","Philadelphia, PA",180.31
"Chicago, IL","Phoenix, AZ",129.89
"Chicago, IL","Pittsburgh, PA",142.84
"Chicago, IL","Portland, ME",190.17
"Chicago, IL","Portland, OR",140.42
"Chicago, IL","Providence, RI",188.77
"Chicago, IL","Rapid City, SD",80.93
"Chicago, IL","Rdu Airport, NC",169.59
"Chicago, IL","Reno, NV",133.05
"Chicago, IL","Richmond, VA",175.52
"Chicago, IL","Roanoke, VA",159.77
"Chicago, IL","Rochester, MN",72.3
"Chicago, IL","Rochester, NY",158.47
"Chicago, IL","Sacramento, CA",145.93
"Chicago, IL","Saginaw, MI",126.64
"Chicago, IL","Saint Louis, MO",67.37
"Chicago, IL","Salt Lake City, UT",147.74
"Chicago, IL","San Antonio, TX",172.42
"Chicago, IL","San Diego, CA",138.51
"Chicago, IL","San Francisco, CA",159.67
"Chicago, IL","San Jose, CA",155.74
"Chicago, IL","San Juan, PR",366.88
"Chicago, IL","Sarasota, FL",210.16
"Chicago, IL","Savannah, GA",184.0
"Chicago, IL","Seattle, WA",144.53
"Chicago, IL","Shreveport, LA",141.79
"Chicago, IL","Sioux Falls, SD",101.58
"Chicago, IL","South Bend, IN",106.89
"Chicago, IL","South Burlington, VT",182.1
"Chicago, IL","Spokane, WA",111.07
"Chicago, IL","Springfield, IL",60.71
"Chicago, IL","Springfield, MO",97.31
"Chicago, IL","Syracuse, NY",164.81
"Chicago, IL","Tampa, FL",211.96
"Chicago, IL","Toledo, OH",118.83
"Chicago, IL","Traverse City, MI",125.17
"Chicago, IL","Tucson, AZ",131.36
"Chicago, IL","Tulsa, OK",115.6
"Chicago, IL","Valparaiso, FL",142.42
"Chicago, IL","Washington, DC",165.23
"Chicago, IL","West Palm Beach, FL",233.32
"Chicago, IL","White Plains, NY",188.55
"Chicago, IL","Wichita, KS",117.69
"Chicago, IL","Windsor Locks, CT",182.36
"Chico, CA","San Francisco, CA",63.03
"Christiansted, VI","Atlanta, GA",251.73
"Christiansted, VI","Charlotte, NC",202.67
"Christiansted, VI","Miami, FL",146.82
"Cincinnati, OH","Albany, NY",108.98
"Cincinnati, OH","Albuquerque, NM",89.19
"Cincinnati, OH","Allentown, PA",93.93
"Cincinnati, OH","Anchorage, AK",190.0
"Cincinnati, OH","Appleton, WI",31.29
"Cincinnati, OH","Asheville, NC",68.2
"Cincinnati, OH","Atlanta, GA",97.09
"Cincinnati, OH","Austin, TX",113.77
"Cincinnati, OH","Avoca, PA",92.76
"Cincinnati, OH","BWI Airport, MD",92.71
"Cincinnati, OH","Bangor, ME",136.13
"Cincinnati, OH","Baton Rouge, LA",85.5
"Cincinnati, OH","Birmingham, AL",27.63
"Cincinnati, OH","Blountville, TN",63.49
"Cincinnati, OH","Boston, MA",128.09
"Cincinnati, OH","Buffalo, NY",85.62
"Cincinnati, OH","Cedar Rapids, IA",33.5
"Cincinnati, OH","Charleston, SC",98.96
"Cincinnati, OH","Charleston, WV",51.94
"Cincinnati, OH","Charlotte, NC",92.37
"Cincinnati, OH","Charlottesville, VA",66.67
"Cincinnati, OH","Chattanooga, TN",75.0
"Cincinnati, OH","Chicago, IL",28.38
"Cincinnati, OH","Cleveland, OH",69.89
"Cincinnati, OH","Colorado Springs, CO",59.63
"Cincinnati, OH","Columbia, SC",82.93
"Cincinnati, OH","Columbus, OH",50.44
"Cincinnati, OH","Dallas, TX",94.99
"Cincinnati, OH","Dayton, OH",42.34
"Cincinnati, OH","Denver, CO",66.82
"Cincinnati, OH","Des Moines, IA",45.35
"Cincinnati, OH","Detroit, MI",78.96
"Cincinnati, OH","Eagle, CO",86.2
"Cincinnati, OH","Evansville, IN",13.33
"Cincinnati, OH","Fayetteville / Springdale, AR",43.33
"Cincinnati, OH","Fort Lauderdale, FL",153.7
"Cincinnati, OH","Fort Myers, FL",148.76
"Cincinnati, OH","Grand Rapids, MI",67.81
"Cincinnati, OH","Green Bay, WI",29.68
"Cincinnati, OH","Greensboro, NC",79.56
"Cincinnati, OH","Greenville, SC",69.39
"Cincinnati, OH","Harrisburg, PA",87.04
"Cincinnati, OH","Houston, TX",108.55
"Cincinnati, OH","Huntsville, AL",16.49
"Cincinnati, OH","Indianapolis, IN",51.22
"Cincinnati, OH","Jackson, MS",52.7
"Cincinnati, OH","Jackson, WY",100.8
"Cincinnati, OH","Jacksonville, FL",109.34
"Cincinnati, OH","Kalamazoo, MI",52.33
"Cincinnati, OH","Kansas City, MO",53.54
"Cincinnati, OH","Knoxville, TN",65.77
"Cincinnati, OH","Lansing, MI",64.8
"Cincinnati, OH","Las Vegas, NV",79.45
"Cincinnati, OH","Lexington, KY",39.09
"Cincinnati, OH","Little Rock, AR",37.0
"Cincinnati, OH","Los Angeles, CA",106.93
"Cincinnati, OH","Louisville, KY",45.77
"Cincinnati, OH","Madison, WI",13.0
"Cincinnati, OH","Manchester, NH",122.49
"Cincinnati, OH","Memphis, TN",32.25
"Cincinnati, OH","Miami, FL",158.13
"Cincinnati, OH","Milwaukee, WI",25.12
"Cincinnati, OH","Minneapolis, MN",62.96
"Cincinnati, OH","Myrtle Beach, SC",83.0
"Cincinnati, OH","Nashville, TN",13.83
"Cincinnati, OH","New Orleans, LA",81.73
"Cincinnati, OH","New York, NY",126.66
"Cincinnati, OH","Newark, NJ",124.91
"Cincinnati, OH","Norfolk, VA",98.2
"Cincinnati, OH","North Canton, OH",64.0
"Cincinnati, OH","Oklahoma City, OK",88.52
"Cincinnati, OH","Omaha, NE",63.08
"Cincinnati, OH","Orange County, CA",107.79
"Cincinnati, OH","Orlando, FL",130.88
"Cincinnati, OH","Panama City, FL",57.0
"Cincinnati, OH","Philadelphia, PA",105.51
"Cincinnati, OH","Phoenix, AZ",99.75
"Cincinnati, OH","Pittsburgh, PA",71.69
"Cincinnati, OH","Portland, ME",129.88
"Cincinnati, OH","Portland, OR",112.62
"Cincinnati, OH","Providence, RI",123.54
"Cincinnati, OH","Rdu Airport, NC",85.54
"Cincinnati, OH","Richmond, VA",87.27
"Cincinnati, OH","Rochester, NY",93.1
"Cincinnati, OH","Saint Louis, MO",33.5
"Cincinnati, OH","Salt Lake City, UT",112.0
"Cincinnati, OH","San Antonio, TX",122.75
"Cincinnati, OH","San Diego, CA",100.85
"Cincinnati, OH","San Francisco, CA",121.69
"Cincinnati, OH","Sarasota, FL",138.72
"Cincinnati, OH","Savannah, GA",98.31
"Cincinnati, OH","Seattle, WA",113.96
"Cincinnati, OH","Sioux Falls, SD",72.74
"Cincinnati, OH","South Bend, IN",49.0
"Cincinnati, OH","South Burlington, VT",116.89
"Cincinnati, OH","Springfield, MO",44.29
"Cincinnati, OH","Syracuse, NY",97.16
"Cincinnati, OH","Tampa, FL",130.55
"Cincinnati, OH","Traverse City, MI",82.75
"Cincinnati, OH","Tulsa, OK",68.79
"Cincinnati, OH","Valparaiso, FL",58.17
"Cincinnati, OH","Washington, DC",87.12
"Cincinnati, OH","West Palm Beach, FL",147.9
"Cincinnati, OH","White Plains, NY",116.0
"Cincinnati, OH","Wilmington, NC",98.4
"Cincinnati, OH","Windsor Locks, CT",112.62
"Cleveland, OH","Albany, NY",81.02
"Cleveland, OH","Albuquerque, NM",108.0
"Cleveland, OH","Allentown, PA",72.1
"Cleveland, OH","Atlanta, GA",116.18
"Cleveland, OH","Austin, TX",129.45
"Cleveland, OH","BWI Airport, MD",74.15
"Cleveland, OH","Birmingham, AL",48.31
"Cleveland, OH","Boston, MA",111.54
"Cleveland, OH","Buffalo, NY",57.43
"Cleveland, OH","Charleston, SC",103.3
"Cleveland, OH","Charlotte, NC",98.12
"Cleveland, OH","Chicago, IL",31.29
"Cleveland, OH","Cincinnati, OH",73.39
"Cleveland, OH","Columbus, OH",47.33
"Cleveland, OH","Dallas, TX",116.65
"Cleveland, OH","Dayton, OH",54.24
"Cleveland, OH","Daytona Beach, FL",129.0
"Cleveland, OH","Denver, CO",84.66
"Cleveland, OH","Des Moines, IA",49.11
"Cleveland, OH","Detroit, MI",64.34
"Cleveland, OH","Fort Lauderdale, FL",178.0
"Cleveland, OH","Fort Myers, FL",170.16
"Cleveland, OH","Grand Rapids, MI",64.08
"Cleveland, OH","Greensboro, NC",80.56
"Cleveland, OH","Greenville, SC",87.89
"Cleveland, OH","Harrisburg, PA",59.7
"Cleveland, OH","Houston, TX",126.96
"Cleveland, OH","Indianapolis, IN",73.71
"Cleveland, OH","Jacksonville, FL",127.0
"Cleveland, OH","Kansas City, MO",73.36
"Cleveland, OH","Knoxville, TN",83.61
"Cleveland, OH","Las Vegas, NV",98.14
"Cleveland, OH","Los Angeles, CA",124.13
"Cleveland, OH","Louisville, KY",80.63
"Cleveland, OH","Madison, WI",27.9
"Cleveland, OH","Manchester, NH",95.09
"Cleveland, OH","Memphis, TN",69.04
"Cleveland, OH","Miami, FL",179.06
"Cleveland, OH","Milwaukee, WI",24.5
"Cleveland, OH","Minneapolis, MN",76.52
"Cleveland, OH","Nashville, TN",40.17
"Cleveland, OH","New Orleans, LA",101.0
"Cleveland, OH","New York, NY",108.12
"Cleveland, OH","Newark, NJ",106.0
"Cleveland, OH","Norfolk, VA",95.0
"Cleveland, OH","Oklahoma City, OK",102.17
"Cleveland, OH","Omaha, NE",74.08
"Cleveland, OH","Orlando, FL",144.06
"Cleveland, OH","Philadelphia, PA",94.73
"Cleveland, OH","Phoenix, AZ",116.48
"Cleveland, OH","Portland, ME",100.88
"Cleveland, OH","Providence, RI",98.36
"Cleveland, OH","Rdu Airport, NC",94.59
"Cleveland, OH","Richmond, VA",78.74
"Cleveland, OH","Rochester, NY",63.16
"Cleveland, OH","Saint Louis, MO",41.23
"Cleveland, OH","Salt Lake City, UT",129.64
"Cleveland, OH","San Antonio, TX",139.8
"Cleveland, OH","San Diego, CA",129.75
"Cleveland, OH","San Francisco, CA",144.45
"Cleveland, OH","San Juan, PR",313.0
"Cleveland, OH","Sarasota, FL",173.77
"Cleveland, OH","Savannah, GA",110.65
"Cleveland, OH","Seattle, WA",117.87
"Cleveland, OH","South Burlington, VT",92.99
"Cleveland, OH","Syracuse, NY",70.31
"Cleveland, OH","Tampa, FL",154.29
"Cleveland, OH","Washington, DC",78.33
"Cleveland, OH","West Palm Beach, FL",167.37
"Cleveland, OH","Windsor Locks, CT",98.07
"Cody, WY","Denver, CO",102.58
"Cody, WY","Salt Lake City, UT",86.69
"College Station, TX","Dallas, TX",69.05
"College Station, TX","Houston, TX",48.84
"Colorado Springs, CO","Albuquerque, NM",72.0
"Colorado Springs, CO","Atlanta, GA",284.77
"Colorado Springs, CO","Chicago, IL",206.55
"Colorado Springs, CO","Cincinnati, OH",270.17
"Colorado Springs, CO","Cleveland, OH",274.0
"Colorado Springs, CO","Dallas, TX",166.45
"Colorado Springs, CO","Denver, CO",43.04
"Colorado Springs, CO","Houston, TX",199.04
"Colorado Springs, CO","Kansas City, MO",153.65
"Colorado Springs, CO","Las Vegas, NV",54.64
"Colorado Springs, CO","Los Angeles, CA",95.58
"Colorado Springs, CO","Memphis, TN",200.4
"Colorado Springs, CO","Minneapolis, MN",186.8
"Colorado Springs, CO","Ontario, CA",77.98
"Colorado Springs, CO","Phoenix, AZ",69.52
"Colorado Springs, CO","Sacramento, CA",97.82
"Colorado Springs, CO","Salt Lake City, UT",104.56
"Colorado Springs, CO","San Diego, CA",92.74
"Colorado Springs, CO","San Francisco, CA",125.5
"Columbia, SC","Atlanta, GA",69.62
"Columbia, SC","Chicago, IL",73.85
"Columbia, SC","Cincinnati, OH",86.83
"Columbia, SC","Dallas, TX",111.34
"Columbia, SC","Detroit, MI",121.96
"Columbia, SC","Houston, TX",103.65
"Columbia, SC","Memphis, TN",54.47
"Columbia, SC","New York, NY",117.63
"Columbia, SC","Newark, NJ",117.57
"Columbia, SC","Washington, DC",84.72
"Columbus, GA","Atlanta, GA",48.15
"Columbus, MS","Atlanta, GA",127.71
"Columbus, OH","Atlanta, GA",101.57
"Columbus, OH","BWI Airport, MD",68.18
"Columbus, OH","Boston, MA",114.75
"Columbus, OH","Charlotte, NC",82.4
"Columbus, OH","Chicago, IL",23.42
"Columbus, OH","Cincinnati, OH",50.85
"Columbus, OH","Cleveland, OH",48.67
"Columbus, OH","Dallas, TX",104.53
"Columbus, OH","Denver, CO",71.76
"Columbus, OH","Detroit, MI",67.87
"Columbus, OH","Fort Myers, FL",164.93
"Columbus, OH","Houston, TX",115.04
"Columbus, OH","Kansas City, MO",61.57
"Columbus, OH","Las Vegas, NV",86.11
"Columbus, OH","Los Angeles, CA",105.2
"Columbus, OH","Memphis, TN",51.79
"Columbus, OH","Miami, FL",164.2
"Columbus, OH","Milwaukee, WI",20.38
"Columbus, OH","Minneapolis, MN",65.0
"Columbus, OH","Nashville, TN",13.66
"Columbus, OH","New York, NY",112.83
"Columbus, OH","Newark, NJ",110.28
"Columbus, OH","Orlando, FL",127.39
"Columbus, OH","Philadelphia, PA",81.26
"Columbus, OH","Phoenix, AZ",92.18
"Columbus, OH","Rdu Airport, NC",74.86
"Columbus, OH","Saint Louis, MO",21.71
"Columbus, OH","Salt Lake City, UT",123.06
"Columbus, OH","Tampa, FL",129.72
"Columbus, OH","Washington, DC",75.0
"Columbus, OH","West Palm Beach, FL",143.0
"Cordova, AK","Anchorage, AK",46.51
"Cordova, AK","Yakutat, AK",49.1
"Corpus Christi, TX","Atlanta, GA",200.0
"Corpus Christi, TX","Dallas, TX",80.59
"Corpus Christi, TX","Houston, TX",52.6
"Crescent City, CA","Arcata/Eureka, CA",36.65
"Crescent City, CA","San Francisco, CA",96.27
"Dallas, TX","Abilene, TX",53.72
"Dallas, TX","Albuquerque, NM",46.25
"Dallas, TX","Alexandria, LA",87.96
"Dallas, TX","Amarillo, TX",69.08
"Dallas, TX","Anchorage, AK",224.85
"Dallas, TX","Atlanta, GA",186.7
"Dallas, TX","Austin, TX",53.75
"Dallas, TX","BWI Airport, MD",231.48
"Dallas, TX","Baton Rouge, LA",80.68
"Dallas, TX","Birmingham, AL",94.9
"Dallas, TX","Boston, MA",272.67
"Dallas, TX","Buffalo, NY",232.0
"Dallas, TX","Burbank, CA",81.63
"Dallas, TX","Cedar Rapids, IA",116.03
"Dallas, TX","Champaign, IL",115.38
"Dallas, TX","Charleston, SC",209.58
"Dallas, TX","Charlotte, NC",202.03
"Dallas, TX","Chattanooga, TN",177.0
"Dallas, TX","Chicago, IL",141.19
"Dallas, TX","Cincinnati, OH",192.05
"Dallas, TX","Cleveland, OH",210.71
"Dallas, TX","College Station, TX",65.12
"Dallas, TX","Colorado Springs, CO",53.87
"Dallas, TX","Columbia, SC",197.19
"Dallas, TX","Columbus, OH",199.61
"Dallas, TX","Corpus Christi, TX",76.52
"Dallas, TX","Dayton, OH",190.64
"Dallas, TX","Denver, CO",63.51
"Dallas, TX","Des Moines, IA",105.86
"Dallas, TX","Detroit, MI",212.95
"Dallas, TX","Eagle, CO",82.7
"Dallas, TX","El Paso, TX",41.13
"Dallas, TX","Evansville, IN",111.72
"Dallas, TX","Fayetteville / Springdale, AR",65.11
"Dallas, TX","Flint, MI",209.97
"Dallas, TX","Fort Hood / Killeen, TX",46.1
"Dallas, TX","Fort Lauderdale, FL",218.95
"Dallas, TX","Fort Myers, FL",208.36
"Dallas, TX","Fort Smith, AR",60.44
"Dallas, TX","Fort Wayne, IN",193.69
"Dallas, TX","Fresno, CA",92.65
"Dallas, TX","Grand Junction, CO",74.81
"Dallas, TX","Grand Rapids, MI",203.37
"Dallas, TX","Greensboro, NC",207.29
"Dallas, TX","Greenville, SC",192.43
"Dallas, TX","Gulfport, MS",89.97
"Dallas, TX","Gunnison, CO",68.08
"Dallas, TX","Harlingen, TX",81.33
"Dallas, TX","Harrisburg, PA",224.69
"Dallas, TX","Hayden, CO",78.98
"Dallas, TX","Honolulu, HI",211.53
"Dallas, TX","Houston, TX",68.14
"Dallas, TX","Huntsville, AL",98.81
"Dallas, TX","Indianapolis, IN",185.33
"Dallas, TX","Jackson, MS",79.08
"Dallas, TX","Jackson, WY",111.95
"Dallas, TX","Jacksonville, FL",194.26
"Dallas, TX","Kahului, HI",205.74
"Dallas, TX","Kansas City, MO",88.06
"Dallas, TX","Knoxville, TN",180.31
"Dallas, TX","Lafayette, LA",101.06
"Dallas, TX","Laredo, TX",84.87
"Dallas, TX","Las Vegas, NV",57.47
"Dallas, TX","Lawton, OK",60.07
"Dallas, TX","Lexington, KY",185.59
"Dallas, TX","Little Rock, AR",64.21
"Dallas, TX","Longview, TX",57.64
"Dallas, TX","Los Angeles, CA",80.0
"Dallas, TX","Louisville, KY",180.81
"Dallas, TX","Lubbock, TX",64.21
"Dallas, TX","Madison, WI",130.95
"Dallas, TX","Mcallen, TX",89.29
"Dallas, TX","Memphis, TN",88.43
"Dallas, TX","Miami, FL",221.24
"Dallas, TX","Midland, TX",68.47
"Dallas, TX","Milwaukee, WI",138.15
"Dallas, TX","Minneapolis, MN",141.03
"Dallas, TX","Mobile, AL",97.14
"Dallas, TX","Moline, IL",114.41
"Dallas, TX","Monroe, LA",89.09
"Dallas, TX","Montrose, CO",67.21
"Dallas, TX","Nashville, TN",103.73
"Dallas, TX","New Orleans, LA",80.03
"Dallas, TX","New York, NY",270.27
"Dallas, TX","Newark, NJ",276.18
"Dallas, TX","Norfolk, VA",223.99
"Dallas, TX","Oakland, CA",107.93
"Dallas, TX","Oklahoma City, OK",50.71
"Dallas, TX","Omaha, NE",103.38
"Dallas, TX","Ontario, CA",70.37
"Dallas, TX","Orange County, CA",73.56
"Dallas, TX","Orlando, FL",207.67
"Dallas, TX","Palm Springs, CA",64.22
"Dallas, TX","Pensacola, FL",103.81
"Dallas, TX","Peoria, IL",113.92
"Dallas, TX","Philadelphia, PA",255.17
"Dallas, TX","Phoenix, AZ",57.71
"Dallas, TX","Pittsburgh, PA",212.41
"Dallas, TX","Portland, OR",121.87
"Dallas, TX","Rdu Airport, NC",213.09
"Dallas, TX","Reno, NV",92.74
"Dallas, TX","Richmond, VA",222.49
"Dallas, TX","Rochester, NY",233.79
"Dallas, TX","Roswell, NM",29.85
"Dallas, TX","Sacramento, CA",104.44
"Dallas, TX","Saint Louis, MO",94.58
"Dallas, TX","Salt Lake City, UT",108.21
"Dallas, TX","San Angelo, TX",66.77
"Dallas, TX","San Antonio, TX",63.07
"Dallas, TX","San Diego, CA",66.2
"Dallas, TX","San Francisco, CA",111.52
"Dallas, TX","San Jose, CA",102.06
"Dallas, TX","San Juan, PR",354.52
"Dallas, TX","Santa Barbara, CA",80.9
"Dallas, TX","Savannah, GA",198.03
"Dallas, TX","Seattle, WA",134.46
"Dallas, TX","Shreveport, LA",58.87
"Dallas, TX","Springfield, MO",74.55
"Dallas, TX","Syracuse, NY",236.58
"Dallas, TX","Tampa, FL",199.48
"Dallas, TX","Texarkana, AR",63.51
"Dallas, TX","Tucson, AZ",43.84
"Dallas, TX","Tulsa, OK",58.31
"Dallas, TX","Tyler, TX",50.07
"Dallas, TX","Valparaiso, FL",112.43
"Dallas, TX","Waco, TX",45.34
"Dallas, TX","Washington, DC",225.13
"Dallas, TX","West Palm Beach, FL",217.38
"Dallas, TX","Wichita Falls, TX",55.5
"Dallas, TX","Wichita, KS",74.12
