origin_city,destination_city,average_time
"Houston, TX","College Station, TX",42.75
"Houston, TX","Colorado Springs, CO",85.36
"Houston, TX","Columbia, SC",201.19
"Houston, TX","Columbus, OH",211.32
"Houston, TX","Corpus Christi, TX",49.37
"Houston, TX","Dallas, TX",64.34
"Houston, TX","Dayton, OH",203.42
"Houston, TX","Denver, CO",91.02
"Houston, TX","Des Moines, IA",134.29
"Houston, TX","Detroit, MI",225.23
"Houston, TX","Eagle, CO",115.52
"Houston, TX","El Paso, TX",57.23
"Houston, TX","Fayetteville / Springdale, AR",90.73
"Houston, TX","Fort Hood / Killeen, TX",57.02
"Houston, TX","Fort Lauderdale, FL",199.32
"Houston, TX","Fort Myers, FL",194.87
"Houston, TX","Grand Rapids, MI",214.35
"Houston, TX","Greensboro, NC",209.06
"Houston, TX","Greenville, SC",195.79
"Houston, TX","Gulfport, MS",78.54
"Houston, TX","Harlingen, TX",58.15
"Houston, TX","Hayden, CO",114.36
"Houston, TX","Honolulu, HI",219.59
"Houston, TX","Houston, TX",26.0
"Houston, TX","Huntsville, AL",108.06
"Houston, TX","Indianapolis, IN",198.19
"Houston, TX","Jackson, MS",71.55
"Houston, TX","Jacksonville, FL",184.12
"Houston, TX","Kansas City, MO",119.49
"Houston, TX","Knoxville, TN",185.21
"Houston, TX","Lafayette, LA",58.94
"Houston, TX","Lake Charles, LA",50.83
"Houston, TX","Laredo, TX",77.12
"Houston, TX","Las Vegas, NV",79.93
"Houston, TX","Lexington, KY",194.81
"Houston, TX","Little Rock, AR",78.51
"Houston, TX","Los Angeles, CA",99.02
"Houston, TX","Louisville, KY",193.96
"Houston, TX","Lubbock, TX",97.02
"Houston, TX","Mcallen, TX",78.26
"Houston, TX","Memphis, TN",97.32
"Houston, TX","Miami, FL",202.51
"Houston, TX","Midland, TX",86.24
"Houston, TX","Milwaukee, WI",155.9
"Houston, TX","Minneapolis, MN",168.08
"Houston, TX","Mobile, AL",85.47
"Houston, TX","Monroe, LA",65.71
"Houston, TX","Montgomery, AL",95.92
"Houston, TX","Montrose, CO",102.81
"Houston, TX","Nashville, TN",109.61
"Houston, TX","New Orleans, LA",63.62
"Houston, TX","New York, NY",274.33
"Houston, TX","Newark, NJ",269.0
"Houston, TX","Norfolk, VA",227.62
"Houston, TX","Oakland, CA",131.71
"Houston, TX","Oklahoma City, OK",82.44
"Houston, TX","Omaha, NE",134.08
"Houston, TX","Ontario, CA",93.69
"Houston, TX","Orange County, CA",97.33
"Houston, TX","Orlando, FL",189.8
"Houston, TX","Palm Springs, CA",91.18
"Houston, TX","Pensacola, FL",89.37
"Houston, TX","Philadelphia, PA",252.22
"Houston, TX","Phoenix, AZ",74.16
"Houston, TX","Pittsburgh, PA",226.95
"Houston, TX","Portland, OR",153.81
"Houston, TX","Rdu Airport, NC",214.7
"Houston, TX","Reno, NV",122.05
"Houston, TX","Richmond, VA",225.49
"Houston, TX","Sacramento, CA",131.2
"Houston, TX","Saint Louis, MO",114.14
"Houston, TX","Salt Lake City, UT",139.89
"Houston, TX","San Antonio, TX",57.34
"Houston, TX","San Diego, CA",84.79
"Houston, TX","San Francisco, CA",144.02
"Houston, TX","San Jose, CA",142.26
"Houston, TX","San Juan, PR",340.82
"Houston, TX","Sarasota, FL",187.5
"Houston, TX","Savannah, GA",188.08
"Houston, TX","Seattle, WA",159.81
"Houston, TX","Shreveport, LA",58.87
"Houston, TX","Tallahassee, FL",167.23
"Houston, TX","Tampa, FL",178.06
"Houston, TX","Tucson, AZ",67.31
"Houston, TX","Tulsa, OK",85.33
"Houston, TX","Valparaiso, FL",99.68
"Houston, TX","Washington, DC",233.54
"Houston, TX","West Palm Beach, FL",201.78
"Houston, TX","Wichita, KS",104.32
"Houston, TX","Windsor Locks, CT",274.27
"Huntsville, AL","Atlanta, GA",123.29
"Huntsville, AL","Birmingham, AL",33.0
"Huntsville, AL","Chicago, IL",123.69
"Huntsville, AL","Cincinnati, OH",138.99
"Huntsville, AL","Dallas, TX",123.61
"Huntsville, AL","Denver, CO",118.45
"Huntsville, AL","Detroit, MI",173.24
"Huntsville, AL","Houston, TX",121.46
"Huntsville, AL","Memphis, TN",67.7
"Huntsville, AL","New York, NY",227.5
"Huntsville, AL","Orlando, FL",162.71
"Huntsville, AL","Tucson, AZ",149.0
"Huntsville, AL","Washington, DC",168.8
"Idaho Falls, ID","Denver, CO",88.94
"Idaho Falls, ID","Minneapolis, MN",215.07
"Idaho Falls, ID","Salt Lake City, UT",57.76
"Imperial, CA","Los Angeles, CA",68.66
"Imperial, CA","Yuma, AZ",59.41
"Indianapolis, IN","Atlanta, GA",98.51
"Indianapolis, IN","Austin, TX",100.55
"Indianapolis, IN","BWI Airport, MD",89.07
"Indianapolis, IN","Boston, MA",139.37
"Indianapolis, IN","Charlotte, NC",95.57
"Indianapolis, IN","Chicago, IL",24.0
"Indianapolis, IN","Cincinnati, OH",47.41
"Indianapolis, IN","Cleveland, OH",71.23
"Indianapolis, IN","Dallas, TX",83.4
"Indianapolis, IN","Denver, CO",47.97
"Indianapolis, IN","Detroit, MI",76.84
"Indianapolis, IN","Fort Lauderdale, FL",166.06
"Indianapolis, IN","Fort Myers, FL",150.93
"Indianapolis, IN","Houston, TX",95.78
"Indianapolis, IN","Jacksonville, FL",108.98
"Indianapolis, IN","Kansas City, MO",35.21
"Indianapolis, IN","Las Vegas, NV",68.59
"Indianapolis, IN","Los Angeles, CA",99.98
"Indianapolis, IN","Memphis, TN",36.02
"Indianapolis, IN","Miami, FL",162.28
"Indianapolis, IN","Milwaukee, WI",7.4
"Indianapolis, IN","Minneapolis, MN",52.21
"Indianapolis, IN","New Orleans, LA",56.5
"Indianapolis, IN","New York, NY",138.94
"Indianapolis, IN","Newark, NJ",132.14
"Indianapolis, IN","Orlando, FL",135.47
"Indianapolis, IN","Philadelphia, PA",118.69
"Indianapolis, IN","Phoenix, AZ",76.53
"Indianapolis, IN","Pittsburgh, PA",87.0
"Indianapolis, IN","Rdu Airport, NC",102.18
"Indianapolis, IN","San Antonio, TX",101.48
"Indianapolis, IN","San Francisco, CA",110.81
"Indianapolis, IN","Sarasota, FL",137.4
"Indianapolis, IN","Seattle, WA",105.33
"Indianapolis, IN","Tampa, FL",134.52
"Indianapolis, IN","Washington, DC",97.36
"Indianapolis, IN","Windsor Locks, CT",124.75
"International Falls, MN","Minneapolis, MN",57.0
"Inyokern, CA","Los Angeles, CA",57.39
"Islip, NY","Atlanta, GA",161.9
"Islip, NY","BWI Airport, MD",67.37
"Islip, NY","Chicago, IL",79.26
"Islip, NY","Fort Lauderdale, FL",172.45
"Islip, NY","Fort Myers, FL",179.97
"Islip, NY","Las Vegas, NV",154.63
"Islip, NY","Orlando, FL",160.33
"Islip, NY","Tampa, FL",169.36
"Islip, NY","West Palm Beach, FL",164.17
"Jackson, MS","Atlanta, GA",138.99
"Jackson, MS","BWI Airport, MD",186.82
"Jackson, MS","Chicago, IL",124.83
"Jackson, MS","Cincinnati, OH",163.82
"Jackson, MS","Dallas, TX",92.62
"Jackson, MS","Detroit, MI",198.67
"Jackson, MS","Houston, TX",79.75
"Jackson, MS","Memphis, TN",66.51
"Jackson, MS","Newark, NJ",215.0
"Jackson, MS","Orlando, FL",157.18
"Jackson, MS","Washington, DC",195.95
"Jackson, WY","Atlanta, GA",338.84
"Jackson, WY","Chicago, IL",233.34
"Jackson, WY","Cincinnati, OH",301.0
"Jackson, WY","Dallas, TX",230.5
"Jackson, WY","Denver, CO",90.91
"Jackson, WY","Los Angeles, CA",81.67
"Jackson, WY","Minneapolis, MN",202.5
"Jackson, WY","Salt Lake City, UT",67.13
"Jacksonville, FL","Atlanta, GA",76.97
"Jacksonville, FL","Austin, TX",97.02
"Jacksonville, FL","BWI Airport, MD",104.5
"Jacksonville, FL","Birmingham, AL",12.57
"Jacksonville, FL","Boston, MA",160.37
"Jacksonville, FL","Charlotte, NC",77.01
"Jacksonville, FL","Chicago, IL",102.21
"Jacksonville, FL","Cincinnati, OH",115.71
"Jacksonville, FL","Cleveland, OH",123.82
"Jacksonville, FL","Dallas, TX",104.74
"Jacksonville, FL","Denver, CO",109.5
"Jacksonville, FL","Detroit, MI",143.83
"Jacksonville, FL","Fort Lauderdale, FL",69.79
"Jacksonville, FL","Houston, TX",90.27
"Jacksonville, FL","Indianapolis, IN",116.13
"Jacksonville, FL","Kansas City, MO",102.29
"Jacksonville, FL","Las Vegas, NV",89.0
"Jacksonville, FL","Los Angeles, CA",147.67
"Jacksonville, FL","Memphis, TN",61.06
"Jacksonville, FL","Miami, FL",80.19
"Jacksonville, FL","Minneapolis, MN",131.52
"Jacksonville, FL","Nashville, TN",28.64
"Jacksonville, FL","New Orleans, LA",36.89
"Jacksonville, FL","New York, NY",144.22
"Jacksonville, FL","Newark, NJ",150.17
"Jacksonville, FL","Norfolk, VA",86.09
"Jacksonville, FL","Philadelphia, PA",130.22
"Jacksonville, FL","Rdu Airport, NC",77.65
"Jacksonville, FL","Tampa, FL",53.53
"Jacksonville, FL","Washington, DC",107.58
"Jacksonville, NC","Atlanta, GA",96.11
"Juneau, AK","Anchorage, AK",107.34
"Juneau, AK","Ketchikan, AK",64.68
"Juneau, AK","Petersburg, AK",45.82
"Juneau, AK","Seattle, WA",194.85
"Juneau, AK","Sitka, AK",42.3
"Juneau, AK","Yakutat, AK",57.98
"Kahului, HI","Dallas, TX",744.0
"Kahului, HI","Hilo, HI",34.17
"Kahului, HI","Honolulu, HI",35.39
"Kahului, HI","Keahole, HI",36.02
"Kahului, HI","Lihue, HI",42.5
"Kahului, HI","Los Angeles, CA",463.33
"Kahului, HI","Oakland, CA",410.89
"Kahului, HI","Orange County, CA",415.93
"Kahului, HI","Phoenix, AZ",524.3
"Kahului, HI","Portland, OR",472.85
"Kahului, HI","Sacramento, CA",408.29
"Kahului, HI","Salt Lake City, UT",586.0
"Kahului, HI","San Diego, CA",444.85
"Kahului, HI","San Francisco, CA",445.58
"Kahului, HI","Seattle, WA",482.6
"Kalamazoo, MI","Chicago, IL",24.46
"Kalamazoo, MI","Cincinnati, OH",57.0
"Kalamazoo, MI","Detroit, MI",60.18
"Kalamazoo, MI","Fargo, ND",52.0
"Kalamazoo, MI","Minneapolis, MN",45.14
"Kansas City, MO","Albuquerque, NM",63.33
"Kansas City, MO","Atlanta, GA",180.87
"Kansas City, MO","Austin, TX",115.9
"Kansas City, MO","BWI Airport, MD",196.0
"Kansas City, MO","Charlotte, NC",187.42
"Kansas City, MO","Chicago, IL",84.17
"Kansas City, MO","Cincinnati, OH",159.13
"Kansas City, MO","Cleveland, OH",175.1
"Kansas City, MO","Colorado Springs, CO",45.88
"Kansas City, MO","Columbus, OH",162.39
"Kansas City, MO","Dallas, TX",93.1
"Kansas City, MO","Denver, CO",46.98
"Kansas City, MO","Detroit, MI",182.22
"Kansas City, MO","Fort Myers, FL",214.0
"Kansas City, MO","Houston, TX",128.48
"Kansas City, MO","Indianapolis, IN",143.82
"Kansas City, MO","Jacksonville, FL",201.96
"Kansas City, MO","Las Vegas, NV",64.72
"Kansas City, MO","Lincoln, NE",58.0
"Kansas City, MO","Los Angeles, CA",92.51
"Kansas City, MO","Madison, WI",73.73
"Kansas City, MO","Memphis, TN",90.64
"Kansas City, MO","Miami, FL",228.8
"Kansas City, MO","Milwaukee, WI",88.0
"Kansas City, MO","Minneapolis, MN",90.74
"Kansas City, MO","Nashville, TN",83.93
"Kansas City, MO","New Orleans, LA",116.38
"Kansas City, MO","Newark, NJ",231.14
"Kansas City, MO","Oakland, CA",110.19
"Kansas City, MO","Oklahoma City, OK",65.76
"Kansas City, MO","Ontario, CA",85.71
"Kansas City, MO","Orlando, FL",212.48
"Kansas City, MO","Phoenix, AZ",71.42
"Kansas City, MO","Pittsburgh, PA",178.09
"Kansas City, MO","Portland, OR",104.79
"Kansas City, MO","Rdu Airport, NC",192.03
"Kansas City, MO","Sacramento, CA",95.78
"Kansas City, MO","Saint Louis, MO",53.44
"Kansas City, MO","Salt Lake City, UT",104.89
"Kansas City, MO","San Antonio, TX",126.33
"Kansas City, MO","San Diego, CA",86.95
"Kansas City, MO","Seattle, WA",110.82
"Kansas City, MO","Tampa, FL",206.59
"Kansas City, MO","Tucson, AZ",89.26
"Kansas City, MO","Tulsa, OK",52.75
"Kansas City, MO","Washington, DC",193.04
"Keahole, HI","Honolulu, HI",43.75
"Keahole, HI","Kahului, HI",30.55
"Keahole, HI","Lihue, HI",54.29
"Keahole, HI","Los Angeles, CA",470.58
"Keahole, HI","Orange County, CA",422.32
"Keahole, HI","Phoenix, AZ",521.0
"Keahole, HI","San Diego, CA",422.6
"Keahole, HI","San Francisco, CA",457.22
"Ketchikan, AK","Juneau, AK",58.31
"Ketchikan, AK","Seattle, WA",173.16
"Ketchikan, AK","Sitka, AK",58.19
"Ketchikan, AK","Wrangell, AK",48.04
"Key West, FL","Atlanta, GA",123.26
"Key West, FL","Orlando, FL",63.25
"King Salmon, AK","Dillingham, AK",26.18
"Knoxville, TN","Atlanta, GA",62.17
"Knoxville, TN","Austin, TX",105.0
"Knoxville, TN","Chicago, IL",52.03
"Knoxville, TN","Cincinnati, OH",64.84
"Knoxville, TN","Cleveland, OH",81.57
"Knoxville, TN","Dallas, TX",85.67
"Knoxville, TN","Denver, CO",72.56
"Knoxville, TN","Detroit, MI",102.75
"Knoxville, TN","Houston, TX",82.51
"Knoxville, TN","Memphis, TN",28.64
"Knoxville, TN","Minneapolis, MN",88.46
"Knoxville, TN","New York, NY",134.58
"Knoxville, TN","Newark, NJ",132.62
"Knoxville, TN","Orlando, FL",100.36
"Kodiak, AK","Anchorage, AK",52.13
"Kotzebue, AK","Anchorage, AK",87.9
"Kotzebue, AK","Nome, AK",42.38
"La Crosse, WI","Chicago, IL",72.71
"La Crosse, WI","Minneapolis, MN",53.82
"Lafayette, LA","Atlanta, GA",162.94
"Lafayette, LA","Dallas, TX",114.38
"Lafayette, LA","Houston, TX",67.42
"Lake Charles, LA","Houston, TX",57.79
"Lansing, MI","Chicago, IL",23.93
"Lansing, MI","Cincinnati, OH",76.14
"Lansing, MI","Detroit, MI",54.26
"Lansing, MI","Minneapolis, MN",39.67
"Laredo, TX","Dallas, TX",84.82
"Laredo, TX","Houston, TX",77.6
"Las Vegas, NV","Albany, NY",447.44
"Las Vegas, NV","Albuquerque, NM",142.91
"Las Vegas, NV","Amarillo, TX",234.09
"Las Vegas, NV","Anchorage, AK",279.06
"Las Vegas, NV","Atlanta, GA",409.74
"Las Vegas, NV","Austin, TX",272.33
"Las Vegas, NV","BWI Airport, MD",440.69
"Las Vegas, NV","Bakersfield, CA",62.5
"Las Vegas, NV","Birmingham, AL",320.58
"Las Vegas, NV","Bloomington, IL",304.54
"Las Vegas, NV","Boise, ID",163.36
"Las Vegas, NV","Boston, MA",467.78
"Las Vegas, NV","Buffalo, NY",421.94
"Las Vegas, NV","Burbank, CA",62.45
"Las Vegas, NV","Charlotte, NC",421.9
"Las Vegas, NV","Chicago, IL",328.17
"Las Vegas, NV","Cincinnati, OH",400.22
"Las Vegas, NV","Cleveland, OH",411.93
"Las Vegas, NV","Colorado Springs, CO",166.0
"Las Vegas, NV","Columbus, OH",402.12
"Las Vegas, NV","Dallas, TX",274.54
"Las Vegas, NV","Dayton, OH",388.67
"Las Vegas, NV","Denver, CO",167.83
"Las Vegas, NV","Detroit, MI",415.24
"Las Vegas, NV","El Paso, TX",154.05
"Las Vegas, NV","Eugene, OR",147.0
"Las Vegas, NV","Flint, MI",400.75
"Las Vegas, NV","Fort Lauderdale, FL",444.5
"Las Vegas, NV","Fresno, CA",90.3
"Las Vegas, NV","Honolulu, HI",218.15
"Las Vegas, NV","Houston, TX",292.26
"Las Vegas, NV","Indianapolis, IN",389.69
"Las Vegas, NV","Islip, NY",462.64
"Las Vegas, NV","Jacksonville, FL",425.94
"Las Vegas, NV","Kansas City, MO",277.86
"Las Vegas, NV","Little Rock, AR",285.43
"Las Vegas, NV","Long Beach, CA",70.33
"Las Vegas, NV","Los Angeles, CA",69.54
"Las Vegas, NV","Louisville, KY",380.11
"Las Vegas, NV","Lubbock, TX",233.67
"Las Vegas, NV","Manchester, NH",455.18
"Las Vegas, NV","Medford, OR",104.0
"Las Vegas, NV","Memphis, TN",323.5
"Las Vegas, NV","Miami, FL",443.91
"Las Vegas, NV","Midland, TX",237.92
"Las Vegas, NV","Milwaukee, WI",325.5
"Las Vegas, NV","Minneapolis, MN",304.13
"Las Vegas, NV","Moline, IL",301.22
"Las Vegas, NV","Monterey, CA",88.0
"Las Vegas, NV","Nashville, TN",322.05
"Las Vegas, NV","New Orleans, LA",311.73
"Las Vegas, NV","New York, NY",481.69
"Las Vegas, NV","Newark, NJ",468.01
"Las Vegas, NV","Norfolk, VA",439.26
"Las Vegas, NV","North Canton, OH",394.0
"Las Vegas, NV","Oakland, CA",89.82
"Las Vegas, NV","Oklahoma City, OK",258.56
"Las Vegas, NV","Omaha, NE",271.74
"Las Vegas, NV","Ontario, CA",52.98
"Las Vegas, NV","Orange County, CA",63.56
"Las Vegas, NV","Orlando, FL",436.13
"Las Vegas, NV","Palm Springs, CA",65.84
"Las Vegas, NV","Philadelphia, PA",452.63
"Las Vegas, NV","Phoenix, AZ",92.54
"Las Vegas, NV","Pittsburgh, PA",417.32
"Las Vegas, NV","Portland, OR",137.89
"Las Vegas, NV","Providence, RI",462.01
"Las Vegas, NV","Rdu Airport, NC",432.58
"Las Vegas, NV","Reno, NV",77.18
"Las Vegas, NV","Rochester, NY",438.5
"Las Vegas, NV","Sacramento, CA",87.59
"Las Vegas, NV","Saint Louis, MO",300.85
"Las Vegas, NV","Salt Lake City, UT",138.14
"Las Vegas, NV","San Antonio, TX",267.76
"Las Vegas, NV","San Diego, CA",64.13
"Las Vegas, NV","San Francisco, CA",96.54
"Las Vegas, NV","San Jose, CA",83.69
"Las Vegas, NV","San Luis Obispo, CA",74.43
"Las Vegas, NV","Santa Barbara, CA",81.38
"Las Vegas, NV","Seattle, WA",157.57
"Las Vegas, NV","Spokane, WA",143.34
"Las Vegas, NV","Tampa, FL",430.34
"Las Vegas, NV","Tucson, AZ",96.26
"Las Vegas, NV","Tulsa, OK",268.27
"Las Vegas, NV","Washington, DC",439.91
"Las Vegas, NV","West Palm Beach, FL",445.67
"Las Vegas, NV","Windsor Locks, CT",454.08
"Las Vegas, NV","Yuma, AZ",86.0
"Lawton, OK","Atlanta, GA",188.39
"Lawton, OK","Dallas, TX",57.43
"Lewisburg, WV","Atlanta, GA",82.81
"Lewiston, ID","Salt Lake City, UT",145.57
"Lexington, KY","Atlanta, GA",84.28
"Lexington, KY","Chicago, IL",35.85
"Lexington, KY","Cincinnati, OH",45.67
"Lexington, KY","Dallas, TX",88.07
"Lexington, KY","Detroit, MI",86.9
"Lexington, KY","Houston, TX",97.62
"Lexington, KY","Memphis, TN",29.11
"Lexington, KY","New York, NY",128.17
"Lexington, KY","Newark, NJ",123.87
"Lexington, KY","Orlando, FL",119.25
"Lexington, KY","Washington, DC",86.46
"Lihue, HI","Honolulu, HI",33.77
"Lihue, HI","Kahului, HI",49.53
"Lihue, HI","Keahole, HI",51.9
"Lihue, HI","Los Angeles, CA",475.0
"Lihue, HI","Orange County, CA",432.67
"Lihue, HI","Phoenix, AZ",542.5
"Lihue, HI","San Diego, CA",439.33
"Lihue, HI","San Francisco, CA",462.38
"Lihue, HI","Seattle, WA",478.0
"Lincoln, NE","Allentown, PA",220.0
"Lincoln, NE","Charleston, WV",163.0
"Lincoln, NE","Chicago, IL",99.78
"Lincoln, NE","Denver, CO",29.86
"Lincoln, NE","Detroit, MI",187.03
"Lincoln, NE","Minneapolis, MN",84.09
"Lincoln, NE","Peoria, IL",63.0
"Little Rock, AR","Atlanta, GA",150.97
"Little Rock, AR","BWI Airport, MD",187.05
"Little Rock, AR","Charlotte, NC",170.0
"Little Rock, AR","Chicago, IL",106.43
"Little Rock, AR","Cincinnati, OH",155.0
"Little Rock, AR","Dallas, TX",71.02
"Little Rock, AR","Detroit, MI",188.04
"Little Rock, AR","Houston, TX",87.37
"Little Rock, AR","Las Vegas, NV",80.26
"Little Rock, AR","Memphis, TN",55.17
"Little Rock, AR","Minneapolis, MN",142.59
"Little Rock, AR","Newark, NJ",223.71
"Little Rock, AR","Phoenix, AZ",80.07
"Little Rock, AR","Saint Louis, MO",63.21
"Little Rock, AR","Salt Lake City, UT",127.71
"Long Beach, CA","Austin, TX",286.62
"Long Beach, CA","Boston, MA",494.28
"Long Beach, CA","Chicago, IL",355.72
"Long Beach, CA","Fresno, CA",62.43
"Long Beach, CA","Las Vegas, NV",74.69
"Long Beach, CA","Monterey, CA",65.76
"Long Beach, CA","New York, NY",496.91
"Long Beach, CA","Oakland, CA",79.98
"Long Beach, CA","Ontario, CA",27.0
"Long Beach, CA","Phoenix, AZ",105.27
"Long Beach, CA","Reno, NV",82.72
"Long Beach, CA","Sacramento, CA",84.4
"Long Beach, CA","Salt Lake City, UT",164.73
"Long Beach, CA","San Jose, CA",80.8
"Long Beach, CA","Seattle, WA",162.37
"Long Beach, CA","Spokane, WA",149.0
"Long Beach, CA","Washington, DC",455.28
"Longview, TX","Dallas, TX",62.87
"Los Angeles, CA","Albuquerque, NM",162.2
"Los Angeles, CA","Anchorage, AK",246.0
"Los Angeles, CA","Aspen, CO",182.93
"Los Angeles, CA","Atlanta, GA",429.23
"Los Angeles, CA","Austin, TX",286.75
"Los Angeles, CA","BWI Airport, MD",473.64
"Los Angeles, CA","Bakersfield, CA",49.72
"Los Angeles, CA","Boise, ID",182.08
"Los Angeles, CA","Boston, MA",496.73
"Los Angeles, CA","Charlotte, NC",447.7
"Los Angeles, CA","Chicago, IL",353.58
"Los Angeles, CA","Cincinnati, OH",423.11
"Los Angeles, CA","Cleveland, OH",435.99
"Los Angeles, CA","Colorado Springs, CO",192.03
"Los Angeles, CA","Dallas, TX",293.98
"Los Angeles, CA","Denver, CO",191.83
"Los Angeles, CA","Des Moines, IA",309.83
"Los Angeles, CA","Detroit, MI",441.46
"Los Angeles, CA","Eagle, CO",186.64
"Los Angeles, CA","El Paso, TX",162.85
"Los Angeles, CA","Eugene, OR",131.71
"Los Angeles, CA","Fayetteville / Springdale, AR",294.6
"Los Angeles, CA","Fort Lauderdale, FL",461.04
"Los Angeles, CA","Fresno, CA",70.7
"Los Angeles, CA","Honolulu, HI",180.17
"Los Angeles, CA","Houston, TX",304.18
"Los Angeles, CA","Imperial, CA",61.68
"Los Angeles, CA","Indianapolis, IN",418.35
"Los Angeles, CA","Inyokern, CA",53.43
"Los Angeles, CA","Jackson, WY",183.33
"Los Angeles, CA","Kahului, HI",173.42
"Los Angeles, CA","Kansas City, MO",301.01
"Los Angeles, CA","Keahole, HI",172.87
"Los Angeles, CA","Las Vegas, NV",66.98
"Los Angeles, CA","Lihue, HI",187.05
"Los Angeles, CA","Memphis, TN",333.12
"Los Angeles, CA","Miami, FL",464.63
"Los Angeles, CA","Milwaukee, WI",340.94
"Los Angeles, CA","Minneapolis, MN",324.53
"Los Angeles, CA","Modesto, CA",89.53
"Los Angeles, CA","Monterey, CA",84.32
"Los Angeles, CA","Montrose, CO",170.57
"Los Angeles, CA","Nashville, TN",344.27
"Los Angeles, CA","New Orleans, LA",327.98
"Los Angeles, CA","New York, NY",505.0
"Los Angeles, CA","Newark, NJ",494.17
"Los Angeles, CA","Oakland, CA",73.12
"Los Angeles, CA","Oklahoma City, OK",279.36
"Los Angeles, CA","Ontario, CA",41.67
"Los Angeles, CA","Orange County, CA",40.0
"Los Angeles, CA","Orlando, FL",458.56
"Los Angeles, CA","Oxnard, CA",36.21
"Los Angeles, CA","Palm Springs, CA",52.16
"Los Angeles, CA","Philadelphia, PA",481.5
"Los Angeles, CA","Phoenix, AZ",102.68
"Los Angeles, CA","Pittsburgh, PA",436.5
"Los Angeles, CA","Portland, OR",145.03
"Los Angeles, CA","Reno, NV",77.15
"Los Angeles, CA","Sacramento, CA",79.13
"Los Angeles, CA","Saint Louis, MO",323.82
"Los Angeles, CA","Salt Lake City, UT",164.55
"Los Angeles, CA","San Antonio, TX",280.4
"Los Angeles, CA","San Diego, CA",54.71
"Los Angeles, CA","San Francisco, CA",80.94
"Los Angeles, CA","San Jose, CA",68.19
"Los Angeles, CA","San Juan, PR",582.0
"Los Angeles, CA","San Luis Obispo, CA",60.03
"Los Angeles, CA","Santa Barbara, CA",46.43
"Los Angeles, CA","Santa Maria, CA",56.01
"Los Angeles, CA","Seattle, WA",162.64
"Los Angeles, CA","Spokane, WA",154.85
"Los Angeles, CA","St George, UT",157.38
"Los Angeles, CA","Tampa, FL",444.88
"Los Angeles, CA","Tucson, AZ",105.08
"Los Angeles, CA","Tulsa, OK",289.83
"Los Angeles, CA","Washington, DC",462.58
"Los Angeles, CA","Wichita, KS",283.89
"Los Angeles, CA","Yuma, AZ",95.34
"Louisville, KY","Atlanta, GA",88.09
"Louisville, KY","BWI Airport, MD",84.1
"Louisville, KY","Birmingham, AL",7.36
"Louisville, KY","Boston, MA",153.1
"Louisville, KY","Charlotte, NC",86.81
"Louisville, KY","Chicago, IL",27.8
"Louisville, KY","Cincinnati, OH",44.85
"Louisville, KY","Cleveland, OH",70.95
"Louisville, KY","Dallas, TX",83.65
"Louisville, KY","Denver, CO",59.38
"Louisville, KY","Detroit, MI",87.13
"Louisville, KY","Houston, TX",92.19
"Louisville, KY","Las Vegas, NV",68.9
"Louisville, KY","Memphis, TN",25.86
"Louisville, KY","Miami, FL",150.81
"Louisville, KY","Milwaukee, WI",21.16
"Louisville, KY","Minneapolis, MN",65.24
"Louisville, KY","New York, NY",130.18
"Louisville, KY","Newark, NJ",133.46
"Louisville, KY","Orlando, FL",118.58
"Louisville, KY","Phoenix, AZ",81.0
"Louisville, KY","Rdu Airport, NC",81.46
"Louisville, KY","Saint Louis, MO",7.11
"Louisville, KY","Salt Lake City, UT",104.0
"Louisville, KY","Tampa, FL",120.82
"Lubbock, TX","Albuquerque, NM",4.6
"Lubbock, TX","Austin, TX",62.44
"Lubbock, TX","Dallas, TX",62.71
"Lubbock, TX","El Paso, TX",5.11
"Lubbock, TX","Houston, TX",99.53
"Lubbock, TX","Las Vegas, NV",11.59
"Lynchburg, VA","Atlanta, GA",86.2
"Macon, GA","Atlanta, GA",49.45
"Madison, WI","Atlanta, GA",187.47
"Madison, WI","Chicago, IL",61.6
"Madison, WI","Cleveland, OH",141.52
"Madison, WI","Dallas, TX",150.18
"Madison, WI","Denver, CO",88.76
"Madison, WI","Detroit, MI",144.56
"Madison, WI","Kansas City, MO",90.21
"Madison, WI","Memphis, TN",119.08
"Madison, WI","Milwaukee, WI",37.74
"Madison, WI","Minneapolis, MN",74.55
"Madison, WI","New York, NY",204.99
"Madison, WI","Newark, NJ",201.03
"Madison, WI","Washington, DC",179.68
"Manchester, NH","Atlanta, GA",182.2
"Manchester, NH","BWI Airport, MD",89.14
"Manchester, NH","Boston, MA",50.0
"Manchester, NH","Charlotte, NC",150.06
"Manchester, NH","Chicago, IL",96.35
"Manchester, NH","Cincinnati, OH",146.08
"Manchester, NH","Cleveland, OH",113.69
"Manchester, NH","Detroit, MI",127.71
"Manchester, NH","Fort Lauderdale, FL",189.0
"Manchester, NH","Las Vegas, NV",173.24
"Manchester, NH","Newark, NJ",96.83
"Manchester, NH","Orlando, FL",186.89
"Manchester, NH","Philadelphia, PA",88.21
"Manchester, NH","Phoenix, AZ",176.75
"Manchester, NH","Tampa, FL",197.63
"Manchester, NH","Washington, DC",107.03
"Mcallen, TX","Atlanta, GA",216.5
"Mcallen, TX","Dallas, TX",94.28
"Mcallen, TX","Houston, TX",78.84
"Medford, OR","Denver, CO",202.75
"Medford, OR","Las Vegas, NV",104.42
